#MenusAndUI

sytx901	&Nová Hra
rfma022	Nepáèi sa mi poh½ad tých holubov.
rfma023	Sú v¹ade!
rfma024	Myslím, ¾e sa na mòa pozerajú.
rfma025	Ako keby nieèo spriadali.
rfma026	Keby zaútoèili v¹etci naraz, mohli by ma niekam odnies» a u¾ by o mne nikto nepoèul.
rfma027	Nemám sie» a ani tú¾bu po holubom miláèikovi.
rfma028	A okrem toho, Salvador ich potrebuje vychova» od narodenia.
rfma029	He¹!
rfma030	Hmmm. Nevyzerajú vystra¹ene.
rfma031	Myslím, ¾e sa mi dokonca vysmievajú.
rfma032	Mo¾no nevedia, o ko½ko je dingo stra¹idelnej¹í od obyèajného psa.
rfma033	Holuby utekajte! To je Robert Frost!
rfma034	Zah½aïte sa do tohto ¾iariaceho kameòa. Va¹e vieèka sa zatvárajú...
rfma035	...zatvárajú...
rfma036	Èo je s vami? Ste príli¹ blbé na zhypnotizovanie?
rfma037	To by ich mohlo vystra¹i»...
rfma038	Vy nebojácni neoperenci.
rfma039	Pozor, aby som sa vás týmto nedotkol!
rfma040	Je to celé pokryté zárodkami Domina Hurleya!
rfma041	Myslím, ¾e stra¹ím len sám seba.
rfma042	Keby som ich kàmil z ruky, bol by som náchylný na stratu jedného, èi dvoch prstov.
rftx051	pigeons
rftx053	sky
rftx055	x
rftx056	x
smma001	To bol ale tunel... som na samom okraji Skameneného lesa!
smtx002	skyline
smma003	Á, El Marrow. Moje domovské mesto.
smma004	Bodaj by som ho u¾ nikdy nevidel.
smma005	Istý èas sa tam nevrátim.
smtx006	stump
smma007	Ten Salvador naozaj vie, ako robi» ¹pioná¾ so ¹týlom.
smma008	Po tom v¹etkom, èo som urobil, aby som sa dostal z mesta?
smma009	U¾ sa tam NIKDY nevrátim!
smma010	Aspoò nie bez Meche.
smtx011	door
smtx012	door
sggl001	...Zzzz...
sggl002	...ZZZzzz ZZZzzz...
sggl003	...zzzz... zzz... zzzZZZZZKKK!
sggl004	Ck! Klft! Kluhch!
sggl005	...ZZZZZ... zzzzz...
sggl006	...Zzzz... Zzzz...
sggl007	... zzzZZZZzzz...
sggl008	(vzdych)
sggl009	Mmmm... mmddlmmmmrrr...
sggl010	zzzz... he he he... zzzz...
sggl011	Bàààààm!
sggl012	Rrrrrmmm, Rrrrrrmmm!
sggl013	Baaaaaaaa, Baaaaaaaah!
sggl014	©krííííííp!
sggl015	RRRRRRRRRR!
sggl016	Voom-voom!
sggl017	Vaaaaaa-roooom!
sggl018	Yeeeeee-haawwww!
sggl019	Z cesty!
sggl020	Pozor!
sgma021	Nechcel by si sa previes»?
sggl022	U¾ som si myslel, ¾e sa nespýta¹!
sggl023	Waaaaaaah! Waaaaaaaah!
sggl024	A-hoo hoo hoo...
sgma025	Glottis, kamarát môj!
sgma026	Preèo plaèe¹?
sggl027	Manny?
sggl028	Och, Manny!
sggl029	Vykopli ma!
sgma030	Aj mòa, kamo¹!
sggl031	Ty tomu nerozumie¹, Manny!
sggl032	Bol som stvorený len pre tú prácu! To je jediná vec, èo ma robila ¹»astným!
sggl033	Démon bez práce je ako démon bez SRDCA!
sggl034	Je to akoby mi siahli do hrude...
sggl035	...a vytrhli mi srdce!
sggl036	A hodili ho do lesa, aby...
sggl037	...aby... oooh... ooohh... aby... aby som umrel...
sgma038	Glottis! Èo si to spravil?!
sgma039	Och Glottis...
sgma040	Túto vec nemienim ïalej vláèi», kým bude stále takto ukazova» na druhú stranu.
sgma041	To je demoralizujúce.
sgma042	Myslím, ¾e to srdce hodil niekde sem...
sgtx043	Glottis
sgma044	Ako dlho mô¾e ¾i» bez srdca?
sgma045	Potreboval by som ¾eriav a náklaïák.
sgma046	Zobuï sa, kamarát!
sgma047	E¹te nie je màtvy!
sgma048	Èo to hovorím? On je bytos» zeme - nemô¾e zomrie»!
sgma049	To nie je chýbajúca èas» jeho tela.
sgtx050	sign post
sgma051	Tá ¹ípka tu¹ím ukazuje na Rubacavu.
sgma052	Nie, je to dobre ukotvené.
sgma053	¡Lotería!
sgma054	Mohol by som tam vyry» svoje iniciálky, ale asi by to nepomohlo.
sgma055	Moja kosa je dos» ostrá akurát na tenké telesné schránky ½udí...
sgma056	...nie na skamenenú brezu.
sgtx057	heart
sgma058	Keby som bol ©kót, mohol by som na tom nieèo zahra». Ale nie som.
sgma059	To srdce patrí Glottisovi, nikam inam.
sgma060	Bolo by èistej¹ie, ak by som ho zdvihol rukami.
sgtx061	Bone Wagon
sgma062	Ne¾artoval. Naozaj miluje ¹oférovanie!
sgma063	Na boku je napísané "Kostitras".
sgma065	Toto nie je vhodný spôsob zaobchádzania s Kostitrasom.
sgma066	Myslím, ¾e jediné kosti, ktoré by mala táto ma¹inka viez», sú moje.
sgtx067	trail
sggl069	Nejdem naspä» do mesta, Manny!
sgma070	Nemô¾em tu necha» Glottisa. Mo¾no zomiera!
sggl071	Ak chce¹ ís» naspä» do toho nedobrého mesta, tak choï bezo mòa!
sgtx072	path
sgma073	Mám nepríjemný pocit z tohto miesta.
sggl074	Tam sa nezmestíme!
sgtx075	bumpy road
sgma076	Ako dostanem Kostitras cez tieto balvany?
sgma077	Mohol by som síce ís» pe¹o, ale nikdy by sa mi takto nepodarilo vyjs» von z lesa...
sgma078	Tá cesta je plná balvanov.
sggl079	Manny, toto je mestské vozidlo, nie tereòák!
sggl080	Na takúto cestu máme podvozok príli¹ nízko.
sggl081	Vravím ti, Manny, na takúto cestu máme podvozok príli¹ nízko.
sgtx082	trail
sgma083	Tu blízko je nejaká èistinka.
sgtx084	trail
sgma085	OK, neviem, èo sú to za divné zvuky, ale rad¹ej by som to zis»oval v bezpeèí Kostitrasa.
sptx001	web
spma002	Tie pavúky majú v sieti Glottissovo srdce!
spma003	A e¹te kos», ale to je moja vina.
spma004	Èo do toho mô¾u chyta»? Sovy?
spma005	Och, úbohí pavúèikovia. Nebudú ma» démonie srdce na veèeru.
spma006	Nemienim sa do toho zamota»!
spma007	U¾ tam jedna kos» je.
spma008	Podáva sa veèera!
sptx009	heart
spma010	Stále tlèie.
spma011	Uf! Je tam riadne prilepené.
sptx012	pile of bones
spma013	Je to ¹karedá kopa kostí, ako ja.
spma014	Myslím, ¾e sa mi niekedy zíde náhradný diel.
spma015	Nepotrebujem ïal¹ie. Prakticky som z nich poskladaný.
spma016	Polo¾ím ju. Aj tak ich vláèim dos» so sebou.
sptx017	bone
spma018	Tá kos» ich ve½mi nezaujíma.
spma019	Nemienim sa do nej zamota».
spma020	Ay Chihuahua.
sptx021	bone
spma022	Ewwww. Nieèo z nej vysalo dreò.
spma023	Rád si odkladám kosti pre zvlá¹tne príle¾itosti.
spma024	Nie je tu miesto pre kos».
sptx025	bone
sptx026	bone
sptx027	bone
sptx028	bone
sptx029	door
nama001	Hej, poèkaj chví½u...
natx002	sign post
nama003	Tá ¹ípka tu¹ím ukazuje na jeden z tých tmavých otvorov.
nama004	No, ukazuje NIEKAM.
natx005	dark passage
nama006	Nevidím, kam to vedie.
natx007	opening
nama008	To je sila.
natx009	Bone Wagon
natx010	door
lbgl001	Uh-oh! ©ialená cesta!
lbgl022	Pre Kostitras a¾ príli¹!
lbgl003	Manny, tá tabu½ka neve¹tí niè dobré.
lbtx004	Bone Wagon
lbma005	Keby som mal takéto auto keï som bol ¾ivý, v¹etko by bolo inak.
lbtx006	sign
lbma007	Vyzerá to ako výstra¾ná tabu½ka...
lbma008	"Kos» za kos»ou »a roztrhajú...
lbma009	...½udský trón si z teba poskladajú.
lbma010	Ich krá½ s predkusom sa usadí
lbma011	na bývalom tebe, bez náhrady.
lbma012	Tento k½úè bránu do Pekla ti otvorí.
lbma013	Daj si ve½ký pozor na tie potvory."
lbma014	Nechám ju tu, aby varovala aj ostatných.
lbma015	Nemô¾em tu predsa necha» starý, stra¹idelný k½úè!
lbtx016	key
lbma017	Ak si dobre spomínam, je to k½úè od brány do Pekla.
lbma018	Sám osebe nie je ve½mi u¾itoèný.
lbma019	Nevyzerá to ako "Brána do Pekla".
lbtx020	door
lbtx021	door
bdma001	OK, Be¹tie z Èiernej rieky pú¹»ajú bublinky z dna.
bdma002	Tak to prevalcujme, èo, Glot?
bdgl003	Manny, pozri na tú obrovskú bránu. Nemô¾em cez òu prejs».
bdgl004	Musíme nájs» k½úè!
bdma005	¡Híjole!
bdma006a	Ááááj!
bdma007	No tak Glottis, prebúrame sa cez tú bránu a prejdeme cez tie malé be¹tie!
bdgl008	Na to zabudni, Manny!
bdgl009	Tie ohnivé bobry sú zákerné. Hryzú, ¹kriabu...
bdgl010	A keï sa mi jeden z nich zamotá do hnacieho hriade½a, budem odtia½ vybera» horiace chumáèe nieko½ko mesiacov!
bdgl011	Nejdem tadia½, pokia½ sa ich nezbaví¹.
bdgl012	Manny, nejako sa mi nepozdáva jazdi» po ½uïoch.
bdma013	Oni to neucítia. Sú màtvi.
bdgl014	Aj ty si màtvy, ale nechcel by som po tebe prejs».
bdma015	To preto, ¾e ty a ja, Glottis...
bdma016	sme priatelia.
bdgl017	Och, Manny...
bdtx018	fire extinguisher
bdma019	Som zvedavý, èi sa toto mô¾e pou¾i» na hlodavcov.
bdma020	Veï to nehorí.
bdma021	Be¾te o ¾ivot, vy ohnivé gule s predkusom!
bdma022	Vá¹ oheò èochví½a dohorí, priatelia.
bdma023	Volám sa Manny Calavera a som vá¹ nový cestovný agent!
bdma024	Poïme, bojujte, vy vtákopysky.
bdma025	Áno, páèi sa vám to?
bdma026	Ïal¹í, prosím.
bdma027	Ha!
bdtx028	beaver
bdma029	Tá cesta vedie von z lesa, to je isté, ale pochybujem, ¾e by som sa dostal ïaleko po vlastných.
bdma030	A okrem toho, ako by som mohol odís» bez Glottisa?
bdtx031	dam
bdma032	Tie prí¹ery si spravili priehradu z ½udských kostí.
bdtx033	Bone Wagon
bdma034	Ïal¹ím vylep¹ením by mohli by» krídla.
bdtx035	river of tar
bdma036	Tá rieka je tu¹ím zo smoly.
bdma037	Ale tie bobry v tom plávajú ako vo vode.
bdma038	Zabudol som si plavky.
bdma039	Nie, nemyslím, ¾e by som v tej smole spravil èo len jedno tempo.
bdtx040	diving beaver
bdma041	Pozri naòho!
bdma042	Nechcem chyti» malého ohnivého potkana.
bdtx043	padlock
bdma044	Visí tu ve½ký starý zámok.
bdma045	To »a¾ko, neprelomím ho.
bdma046	Vyzerá by» riadne odolný. A ja nemám k½úè.
bdma047	Tá brána je obrovská!
bdma048	S tým mi musí Glottis pomôc».
bdma049	Kým sú na druhej strane tie be¹tie, som rad¹ej, keï je zamknutá.
bdma050	Nechám ju ja rad¹ej zamknutú, kým nezistím situáciu na druhej strane.
bdtx051	road
bdma052	Je to tmavá, hrbo½atá cesta.
bdtx053	gat,e
bdma054	Mám taký pocit, ¾e na druhej strane tejto brány je nieèo, èo sa mi nebude páèi».
bdgl055	MANNY! Èo to robí¹?
bdma056	Aiee, u¾ sa ku mne tak neprikrádaj!
bdgl057	To nevie¹, èo je na druhej strane tej brány?
bdma058	Viem, cesta von z lesa.
bdgl059	Démoní bobry, Manny! Pou¾ijú »a do priehrady!
bdma060	Uk½udni sa, Geppetto, nie som z dreva.
bdgl061	Ale Manny!
bdgl062	Oni nestavajú z dreva...
bdtx063	trail
bvtx001	door
bvtx002	door
trma001	Híjole Mano!
trma002	Èo je to za bezbo¾nú farmu s vianoènými stromèekmi?
trma003	Glottis?
trgl004	Manny, pozri na ten fúrik.
trgl005	Dve terénne kolesá dozadu, dva dvojtaktné motory z kosaèky a mali by sme fajn motokáru!
trgl006	To by malo pomôc»!
trgl007	Och, opatrne, Manny.
trgl008	S vypnutým vyva¾ovaèom by tie pumpy mohli ten strom vyvráti»!
trgl009	Oh! Ale!
trgl010	Oh!
trgl011	Keby sme ale ten strom zhodili, pumpy by sa odtrhli a ja by som z nich mohol spravi» vysokozdvi¾né tlmièe pre Kostitras!
trgl012	Poèkaj chví½u, pokúsim sa naru¹i» rovnováhu toho kolesa týmito záva¾iami.
trgl013	Toto ho urèite zhodí!
trgl014	Hej, kým je to vypnuté, pokúsim sa tie záva¾ia trochu poposúva».
trgl015	OK, daj mi chví½u, kým vyvá¾im tieto zlatíèka!
trgl016	Ale teraz u¾ ¾iadne vylomeniny, Calavera!
trgl017	Tento krát zavriem oèi, aby sa zväè¹ila odstredivá sila.
trgl018	OK, posledný krát.
trgl019	To bol nepekný ¾art, Manny!
trma020	Och, to bola nehoda - narazil som lak»om na prepínaè!
trma021	To som nebol ja. To boli tie deti!
trma022	Neviem ako sa to stalo. Asi nejaký skrat.
trma023	Veï som ani nebol blízko toho prepínaèa!
trma024	Povedal si, aby som ho stlaèil!
trgl025	Fakt?
trma026	Áno. U¾ to nevrav, keï to nemyslí¹ vá¾ne.
trma027	OK, tak som to spravil. Nemohol som odola».
trgl028	Och, OK.
trgl029	Ono je to vlastne celkom sranda.
trgl030	Aaaaaaaaj!
trgl031	Maaaaaannnnyyyy! Èo toooo roooobíííííí¹?
trgl032	Mannnny! S½úúúúbiiiiiil siiii toooo!
trgl033	Weeeeeeeeeeheehee!
trma034	Okrem tej umeleckej hodnoty to neprinieslo, v èo som dúfal.
trma035	Stále to nestaèí.
trgl036	Hej, mo¾no keby som ich trochu poposúval...
trma037	Okrem stra¹idelného lesa tu niè nie je.
trtx038	pump
trtx039	pump
trtx040	pump
trtx041	pump
trtx042	trailer
trma043	Na tomto prívese nie sú dvere. Myslím, ¾e je to len ve½ký generátor.
trma044	Na Kostitrasovi nie je hák na prívesy.
trtx045	switch
trma046	Prepínaè je hore.
trma047	Prepínaè je dole.
trma048	Zlomil som to. Koniec zábavy.
trtx049	tree
trma050	Tento les vysáva dreò zo v¹etkého.
trma051	Vyliezol by som tam sám, ale nechcem Glottisovi prekazi» zábavu.
trtx052	Glottis
trma053	Vyzerá by» trochu omámený.
trma054	Vyzerá lep¹ie ako s vytrhnutým srdcom.
trma055	To koleso by naozaj mohlo ten strom zhodi», nemyslí¹?
trma056	Glottis, èo to robia s tým stromom?
trgl057	Och, ty mestské die»a!
trgl058	Celé dni robí¹ v ¹es»desiatposchodovom mrakodrape a to »a nikdy nezaujímalo, z èoho je postavený?
trgl059	Vysávajú dreò zo stromov, Manny. Je to ako cement!
trma060	To preto sa mesto volá "El Marrow"? (marrow = dreò)
trgl061	Huh... To ma nenapadlo...
trgl062	JE TO MO®NÉ!
trma063	Toto miesto mi naháòa hrôzu.
trgl064	Som pripravený kedyko½vek odís».
trtx065	Bone Wagon
trma066	Zapamätaj si toto miesto, baby. Tu si dostalo nohy.
trma067	Urèite je to tak lep¹ie ovládate½né, ale musel to spravi» a¾ TAK nízko nad zemou?
trma068	Neviem na tom jazdi»!
trtx069	wheelbarrow
trma070	Z toho by mohla by» celkom slu¹ná motokára...
trma071	Nemienim s tým beha» po lese!
trgl072	Ale bude¹. Hneï ako tam dám ten dvojtakt brm brm. He, he.
trtx073	road
trma074	To je cesta spä».
trma075	Tak takáto túra ma vôbec neláka.
retx058	Bone Wagon
rema059	Rad¹ej by to mal Glottis schova»!
rema060	Glottis, musí¹ schova» to auto!
regl061	Hneï Manny. Rozprávam sa tu s pánom majite½om dokov.
regl062	Oh, dobre. Ale daj mi e¹te zopár minút na sedadle ¹oféra...
retx063	Velasco
rema064	V¾dycky som chcel takýto kabát.
rema065	Je mu dobre tam, kde je.
rema066	E¹te som to celé nepreèítal.
retx067	logbook
rema068	Vo Velascovom denníku sa pí¹e, ¾e Celsova ¾ena zdrhla s nejakým chlapíkom.
rema069	Nemô¾em zahodi» Velascov denník.
rema070	Myslím, ¾e s prieskumom mesta rad¹ej poèkám, kým sa hmla nerozptýli.
retx071	exit
rema072	To je cesta naspä» do lesa...
rema073	...pavúci...
rema074	...mesto...
rema075	...moja bývalá práca...
rema076	Dúfam, ¾e u¾ po nej nikdy nebudem musie» ís».
rema077	To je cesta, po ktorej sme pri¹li.
retx078	door
rema079	Zdá sa, ¾e je tam bufet.
rema001	Videli ste niekedy túto ¾enu?
reve002	Oh, ak je toto ¾ena, ktorú h½adáte, poslúchnite moju radu...
reve003	Zabudnite na òu!
reve004	Pred nieko½kými tý¾dòami odtia½to odi¹la v útulnej kajute pre dvoch. A nebola sama.
rema005	Ste si istý, ¾e ¾ena menom Mercedes Colomar nikdy nepre¹la týmto mestom?
reve006	Mo¾no pre¹la, mo¾no nie. Ja neviem!
reve007	U¾ som vám povedal, ¾e nemám pamä» na mená!
regl008	Hej, Manny!
regl009	Tu správca dokov Velasco vraví, ¾e má miesto, kde mô¾eme na chví½u zaparkova» Kostitras.
reve010	Ó, áno. Nemô¾eme necha» takého krásavca vonku v hmle. Mohlo by mu popraska» chrómovanie.
regl011	Popraska»? Poèul si to, Manny?
reve012	Zostanete v Rubacave dlh¹ie?
rema013	Povedzte, Velasco...
reve014	Hmmmm?
rema015	Ako viete, ¾e odtia½to odi¹la? Neverím tomu!
reve016	Je to »a¾ký úder, junior, ale musíte sa s tým zmieri»!
reve017	Tu! Vyh½adajte si to v mojom denníku, ak to chcete èierne na bielom!
reve018	Pred ¹iestimi tý¾dòami v utorok. Lístok pre dvoch, zaplatené v hotovosti!
reve019	Sám som o loï rozbil ¹ampanské!
rema020	H½adáme tu ¾enu menom Mercedes Colomar.
reve021	Nemám ve½mi pamä» na mená...
reve022	Mala nejaké zvlá¹tne znamenie alebo tetovanie?
rema023	Nie také, ktoré by mi ukázala.
reve024	No, ako som povedal, mám takú dobrú pamä» na mená, ako sa vy dobre orientujete v hmle...
reve025	He he.
rema026	Asi sa tu chví½u zdr¾ím. Dá sa tu zohna» nejaká práca?
reve027	No, v lodenici je ve½a roboty, ale v¹etko to je odborová práca.
reve028	A-A vy zrejme nie ste v odboroch (ha, ha, ha).
rema029	Ako sa tu orientujete v takej hmle?
reve030	Ah-uh, keï sa budete túla» po týchto dokoch tak dlho ako ja...
reve031	budete vedie» kde ste pod½a vône mora, pod½a zvuku hmlovej sirény...
reve032	...pod½a chladivého dotyku studeného, slaného vzduchu.
regl033	Wow...
regl034	Manny? Mô¾em si da» pásku na oko?
rema035	Mô¾em sa spýta»... Èo je pod tou páskou?
rema036	...preto¾e VIEM, ¾e to nie je oko.
reve037	Och, no, keï som bol ¾ivý, mal som takúto pásku...
reve038	...túto mám len kvôli fantómovým bolestiam...
reve039	A keï zadul pasát, tá oèná jamka zavýjala ako svorka vlkov. Tak som ju zapchal.
regl040	No, ono je v podstate v¹etko pôvodné, len som sem-tam urobil zopár úprav...
reve041	Tak¾e to, èo poèujem sú trysky, alebo turbá?
regl042	Vydávalo to taký vysoký tón... Stra¹ne to ¹krípalo, viete.
regl043	H½adal som a h½adal, ale nemohol som zisti» zdroj toho zvuku, a¾ kým sme sem nedorazili.
reve044	Bola to tryska?
regl045	Nie, bol to Manny. ©kriekal vzadu ako maèka priviazaná k strele s plochou dráhou letu!
reve046	A-ha ha! To bolo dobré.
rema047	No, nenechajte sa vyru¹ova» v rozhovore.
reve048	Á, áno... kde som to skonèil...
reve049	Veru tak! Tak¾e...
regl050	Hej, Manny! Práve sme boli v strede ná¹ho rozhovoru...
rema051	Hej, hej, ok.
reve052	Pozrite, synak, viem ako sa cítite.
reve053	Aj ja som raz stratil ve½mi vzácnu dámu.
reve054	Mával som jej z lodenice, ako odplávala z prístavu a odvtedy som ju u¾ nevidel.
rema055	Ako sa volala?
reve056	Volala sa "Parník Lamancha"...
reve057	Ale nenú»te ma o nej ïalej rozpráva», preto¾e... jednoducho nemô¾em.
rima058	Celso, va¹a ¾ena odtia½to odi¹la pred dvoma mesiacmi s iným mu¾om.
rima059	V¹etko je to tu.
rice060	Och, Manny.
rice061	Je v prírode nieèo prirodzenej¹ie, ako ¾enská zrada?
rima062	Zabudnite na òu, Celso.
rice063	Zabudli ste vy na va¹u?
rice064	Idem ju h½ada».
rice065	Preberiete moju robotu...
rice066	Tento mop vás aspoò nikdy nesklame.
rice067	A ten kompas v rukoväti sa tie¾ zíde!
ritx068	Celso
rima069	Aké príjemné vidie», ¾e sa jednému z mojich zákazníkov darí.
rima070	Tento chlap sa mi zdá povedomý...
ritx071	automat doors
rima072	V¹etky tieto dvierka majú èíslo a obrázok jedla...
rima073	Èo je pod èíslom 22?
rice074	Lengua.
rima075	Wow. U¾ si ani nespomínam, kedy som mal naposledy jazyk.
rima076	Hej, ako ich otvorím?
rice077	Musíte poèka» kým nezaèneme obsluhova».
ritx078	condiments
rima079	Nezná¹am, keï zaschne otvor na horèici.
rima080	Skrinka v Kostitrasovi je plná sáèkov s horèicou a s keèupom...
rima081	A to nehovorím o sójovej omáèke... Vá¾ne toho viac nepotrebujem.
rima082	Mám na mysli väè¹ie veci ako pochutiny.
ritx083	newspaper
rima084	Hmmm... mo¾no by som si mal poda» inzerát...
rice085	Skúsil som to. Verte mi: ozve sa nesprávny typ ¾ien.
ritx086	photo
rima087	To je Celsova ¾ena. Nemyslím si, ¾e by jej poko¾ka pomohla.
rima088	Nemô¾em ju zahodi». Povedal som, ¾e pomô¾em.
ritx089	door
rima090	Tieto dvere vedú von.
rima001	Pán Flores?
rima002	Som pripravený vás teraz zobra».
rice003	Manny Calavera? Ste to vy?
rice004	Neboli ste...
rice005	VY©©Í?
rima006	Ste si istý, ¾e nemô¾em nocova» vzadu?
rice007	Je tam miesto len pre jedného.
rima008	A èo v podkroví?
rice009	To je ¹éfova kancelária. Mô¾ete tam prespa», a¾ keï budete ¹éfom.
rima010	Mohol by som spa» na pulte.
rice011	Na¹i zákazníci síce mô¾u by» màtvi, ale my aj tak dbáme o hygienu.
rima012	Mohol by som spa» v kuchyni pod drezom.
rice013	Potkany by vám v spánku ukradli prsty na nohe.
rima014	Pozrite, potrebujem prácu a miesto, kde by som prespal.
rice015	Povedal som vám. Mô¾ete ma» moje...
rice016	...keï sa doèkám svojej ¾eny.
rima017	Pri¹iel som si pre tú palicu na chodenie.
rice018	Zlomil som ju v lese na hlave nejakých ohavných prí¹er.
rima019	Vyzerali ako malé ohnivé gule so zubami?
rice020	Áno, ale neboli malé. A u¾ VÔBEC sa nespomínajú vo va¹ich bro¾úrach.
rima021	H½adám ¾enu menom Mercedes Colomar.
rice022	No, nikto s takým menom tu v meste nebol, mô¾ete mi veri».
rice023	Ja tie¾ niekoho h½adám, tak¾e ka¾dého prichodiaceho ve½mi pozorne sledujem.
rima024	Koho h½adáte?
rice025	No, keï to chcete vedie». Svoju ¾enu...
rice026	Poèul som, ¾e skonala nie dávno po mne a ¾e aj ona ide Krajinou màtvych pe¹o.
rice027	Vraví sa, ¾e v¹etky stratené du¹e prídu do Rubacavy, tak¾e som ju sem pri¹iel èaka».
rima091	Musíte ju ve½mi ½úbi», Celso.
rice092	Áno, to je pravda...
rice093	A samozrejme, ona má v¹etky moje prachy...
rima028	Ako viete, ¾e va¹a ¾ena tu nebola pred vami?
rice029	Och, Manny... Keby sem dorazila prvá, URÈITE by na mòa poèkala!
rima030	Èo tu robíte?
rima031	Pomô¾em vám nájs» va¹u man¾elku. Ako vyzerá?
rice032	Och, tuto.
rice033	Mám to z Ministerstva smrti. Spravil som si kópie.
rice034	To je kus, èo?
rima035	Musela by» kraj¹ia s poko¾kou.
rice036	To sme boli v¹etci, nie?
rima037	Tak¾e, neviete o nejakom mieste, kde by som mohol prespa»?
rice038	Aká je va¹a cenová úroveò?
rima039	Niekde okolo luxusu za babku.
rice040	Tak potom, mladý mu¾, je èas zaèa» rozmý¹½a» o práci.
rima041	Mohli by ste mi tu zohna» prácu?
rice042	Aké sú va¹e schopnosti?
rima043	Predaj.
rice044	No, to je kvalifikácia na urèitú pozíciu, ale...
rice045	Máme len jeden mop.
rima046	Kde prespávate?
rice094	Dovolia mi spa» tu vzadu. Je to jedna z výhod tejto práce.
rima048	Tak to hej.
rima049	Na¹lo by sa vzadu miesteèko aj pre mòa?
rice050	Nie v mojej posteli, vy fièúr.
rice051	Ale nieèo vám poviem. Keï so ¾enou odídeme z mesta, prepustím vám moju poste½ i metlu, OK?
rice052	U¾ je naèase, aby ste mali SLU©NÚ prácu.
rima053	No, idem ja rad¹ej pozrie», ako sa darí mojim ostatným klientom...
rice054	Keï myslíte, Manny.
rice055	Je mi ½úto Manuel, ale musím to tu pripravi» na otvorenie...
rima056	Jasné. Dám vám vedie», keï narazím na va¹u ¾enu.
rice057	Ona sa bude pýta» na svojho milovaného Celsa.
cfbo001	To je nehoráznos»!
cfbo002	Vsadil som na èíslo dva, preèo teda nepadla dvojka?
cfcr003	Ah monsieur, je suis vraiment désolé, ja neurèujem výhercov.
cfcr004	Na tieto veci dohliada ten nad nami.
cfbo059	No tak povedzte, prosím, "tomu nad nami", ¾e policajný dôstojník Bogen odtia½to odchádzal ve½mi nespokojný...
cfbo007	...a keï sa neskôr veèer vráti, bol by rad¹ej, keby mal väè¹ie ¹»astie!
cfcr008	Oui, Monsieur. Bon soir.
cfcr009	Rozhodne mu to poviem.
cfma010	Á, pani ©»astena!
cfma011	V¾dy som to chcel lep¹ie schova».
cfma012	Môj ¹uplík.
cfma013	Och, to je miesto kam odkladám lístoèky od Sala...
cfma014	Ach spánok...
cfma015	...mo¾nos» ma» noèné mory o pavúkoch a bobroch.
cfma016	Nepremiestòujem nábytok keï som v smokingu.
cfma017	Nemô¾em. Èo keby sa tu zrazu objavila Meche a ja by som to prespal?
cfma060	Nemô¾em. Zme¹kal by som loï.
cftx018	letters
cfma019	Moja "Vojnová kore¹pondencia" od Salvadora...
cfma020	Za posledný rok mi poslal takéto správy:
cfsa021	Agent Calavera, poèul som, ¾e si v poriadku dorazil do Rubacavy.
cfsa022	To je ve½mi dobrá správa, preto¾e tvoja slu¾ba ASD mô¾e teraz pokraèova».
cfsa023	S rados»ou ti oznamujem, ¾e tebou oslobodené vajcia sa úspe¹ne vyliahli.
cfsa024	Holúbky, ktoré Eva pomenovala "Manny" a "Meche," sú celkom zdravé a dychtivé slú¾i» na¹ej veci.
cfsa025	S trochou ¹»astia ti bude môj ïal¹í list doruèený týmito mladými, krehkými krídlami pravdy.
cfsa026	Za revolúciu,
cfsa027	...Salvador Limones.
cfsa028	Calavera, dnes je skutoène ve½ký deò pre revolúciu!
cfsa029	Pozdrav malého Mannyho, prvého vojenského poslíèka v slu¾bách ASD!
cfsa030	Nakàm ho prosím »a chlebovými omrvinkami a po¹li ho hneï naspä», aby sme vedeli, èi sa nám ná¹ prvý let vydaril.
cfsa031	Manuel, je mi ½úto, ¾e si sa o Meche e¹te niè nedozvedel.
cfsa032	Musí¹ by» trpezlivý a stále dúfa».
cfsa033	Ak je vám to súdené, jedného dòa sa znovu dáte dokopy.
cfma034	Ach, stále si myslí, ¾e som do nej za½úbený!
cfev035	Gratulujem, Manny!
cfev036	Sal a ja sme py¹ní, ¾e si bol pový¹ený!
cfev037	Ani sa nenazdá¹ a bude¹ ¹éfkuchárom!
cfsa038	Manuel, vypátrali sme hlavu zmyje!
cfsa039	Pomocou poèítaèa, do ktorého si nám zabezpeèil prístup, sme na¹li ni», ktorá nás priviedla k mu¾ovi, èo skorumpoval Ministerstvo smrti!
cfsa040	Jeho meno je Hector LeMans.
cfsa041	Spoèiatku to bol len bezvýznamný vydieraè, ale poriadne stuènel a získal moc okrádaním èerstvých nebo¾tíkov.
cfsa042	Dávaj si pozor na meno Hector LeMans, Manuel, a buï opatrný.
cfsa043	Drahý priate½,
cfsa044	na¹e hnutie pre¾íva skutoèný rozmach a na¹e rady sa rýchlo rozrastajú.
cfsa045	Je to hlavne vïaka ná¹mu komunikaènému a doruèovaciemu systému, za ktorý sme ti zaviazaní.
cfsa046	V tejto súvislosti by som ti rád oznámil tvoje pový¹enie na ©PECIÁLNEHO agenta.
cfsa047	Ja, Salvador Limones z Aliancie stratených du¹í »a zdravím, Manuel Calavera.
cfsa048	Si vynikajúci spojenec v tejto vzne¹enej revolúcii.
